name,url,author,date
Star Wars spinoff The Acolyte hits Disney Plus in 2024,https://www.theverge.com/2023/4/7/23673893/star-wars-the-acolyte-disney-plus-2024,ANDREW WEBSTER,APR 7
Samsung’s having a terrible financial year,https://www.theverge.com/2023/4/7/23673851/samsung,THOMAS RICKER,APR 7
Google is rolling out WebGPU tech for next-gen gaming in your browser,https://www.theverge.com/2023/4/6/23673462/google-webgpu-chrome-113-api-machine-learning,MITCHELL CLARK,APR 7
Apple’s first retail store in India is opening soon,https://www.theverge.com/2023/4/6/23673372/apple-india-retail-store-mumbai-bkc,JAY PETERS,APR 7
"Amazon is discounting Kindles, speakers, and more during its spring sales event",https://www.theverge.com/2023/4/6/23671956/amazon-kindle-paperwhite-fire-tv-stick-4k-max-echo-dot-fifth-gen-spring-sale-deal,SHEENA VASANI,APR 7
Walmart’s preparing to build its own coast-to-coast EV charging network,https://www.theverge.com/2023/4/6/23672763/walmart-electric-vehicle-stations-nationwide-ev-charging-network,UMAR SHAKIR,APR 7
"Amazon is discounting Kindles, speakers, and more during its spring sales event",https://www.theverge.com/2023/4/6/23671956/amazon-kindle-paperwhite-fire-tv-stick-4k-max-echo-dot-fifth-gen-spring-sale-deal,SHEENA VASANI,APR 7
Walmart’s preparing to build its own coast-to-coast EV charging network,https://www.theverge.com/2023/4/6/23672763/walmart-electric-vehicle-stations-nationwide-ev-charging-network,UMAR SHAKIR,APR 7
Why this new plant is capturing carbon dioxide just to let it back out again,https://www.theverge.com/2023/4/6/23669582/american-climate-tech-company-colorado-global-thermostat-direct-air-capture,JUSTINE CALMA,APR 7
Here are the best Apple Watch deals right now,https://www.theverge.com/21289209/best-apple-watch-deals,BRANDON WIDDER AND CAMERON FAULKNER,APR 7
Twitter is on the attack against Substack,https://www.theverge.com/2023/4/6/23673067/twitter-api-shutdown-bots-botpocalypse-begins,JAY PETERS,APR 7
Is it just me or is the Treasury Department firing warning shots at DeFi?,https://www.theverge.com/2023/4/6/23672991/defi-treasury-report-money-laundering,ELIZABETH LOPATTO,APR 7
Tesla employees reportedly passed around personal videos from owners’ cars,https://www.theverge.com/2023/4/6/23672760/tesla-employees-share-vehicle-recordings-privacy,EMMA ROTH,APR 7
Disney creates new executive role to oversee everything about its brand,https://www.theverge.com/2023/4/6/23672848/disney-chief-brand-officer-asad-ayaz,JAY PETERS,APR 6
Overwatch 2 season 4 trailer got me right in the feels,https://www.theverge.com/2023/4/6/23672782/overwatch-2-season-four-trailer-liveweaver-pride-event,ASH PARRISH,APR 6
"A classic keyboard returns as the hot-swappable, wireless WhiteFox Eclipse",https://www.theverge.com/2023/4/6/23672354/whitefox-eclipse-wireless-mechanical-keyboard-kickstarter,JON PORTER,APR 6
Here are some must-have accessories for your Nintendo Switch,https://www.theverge.com/22912942/best-nintendo-switch-controllers-cases-chargers-headsets-accessories,"ALICE NEWCOME-BEILL, JAY PETERS",1 MORE
Meta adds 14 free games you can play over video calls inside Messenger,https://www.theverge.com/2023/4/6/23672441/meta-facebook-games-messenger-video-calls,UMAR SHAKIR,APR 6
T-Mobile will provide free MLB.TV to customers through 2028,https://www.theverge.com/2023/4/6/23672572/t-mobile-mlb-tv-free-2028,EMMA ROTH,APR 6
"Microsoft’s Windows 365 Cloud PCs get more flexible, LG TV integration, and more",https://www.theverge.com/2023/4/6/23672363/microsoft-windows-365-frontline-lg-tv-integration-features,TOM WARREN,APR 6
Discord is launching an in-app soundboard,https://www.theverge.com/2023/4/6/23672001/discord-soundboard-nitro-super-emoji-reactions-themes-avatar-decorations,JAY PETERS,APR 6
The first big Wild Hearts update is beautiful and deadly,https://www.theverge.com/23671365/wild-hearts-spring-update-murakumo,ANDREW WEBSTER,APR 6
Meta’s layoffs are reportedly ‘gutting’ its new customer service teams,https://www.theverge.com/2023/4/6/23672420/meta-layoffs-customer-support-facebook-instagram,EMMA ROTH,APR 6
Apple’s M2 Mac Mini with expanded 512GB storage is $110 off,https://www.theverge.com/2023/4/6/23671495/apple-m2-mac-mini-ipad-pro-adata-ps5-ssd-anker-deal-sale,ANTONIO G. DI BENEDETTO,APR 6
Today is the last day to order a Playdate before its $20 price increase,https://www.theverge.com/2023/4/6/23671090/playdate-handheld-price-increase-last-chance-preorder-deal-sale,ANTONIO G. DI BENEDETTO,APR 6
Your laptop’s microphone might sound better than you think,https://www.theverge.com/23671137/best-laptop-microphone-test-vergecast,ANDREW MARINO,APR 6
Lyft expands its EV and hybrid booking option to 14 more US markets,https://www.theverge.com/2023/4/6/23672392/lyft-green-mode-electric-hybrid-expansion-cities-usa,JON PORTER,APR 6
Amazon’s company culture may be hurting its streaming business,https://www.theverge.com/2023/4/6/23668850/amazon-prime-video-streaming-company-culture,EMMA ROTH,APR 6
Counter-Strike 2 is getting Nvidia’s latency-reducing Reflex tech,https://www.theverge.com/2023/4/6/23672408/counter-strike-2-nvidia-reflex-feature,TOM WARREN,APR 6
Motorola’s big-battery budget phone gets 5G and a price hike,https://www.theverge.com/2023/4/6/23671471/motorola-moto-g-power-5g-screen-battery-price-specs,ALLISON JOHNSON,APR 6
The poop emoji: a legal history,https://www.theverge.com/23650699/poop-emoji-law-judges-unicode,SARAH JEONG,APR 6
OneNote is getting Microsoft’s new AI Copilot to help you write your notes,https://www.theverge.com/2023/4/6/23672357/microsoft-onenote-copilot-ai-feature,TOM WARREN,APR 6
Microsoft brings its Bing chatbot to your fingertips with SwiftKey on Android,https://www.theverge.com/2023/4/6/23672351/microsoft-swiftkey-bing-chat-ai-feature-android,TOM WARREN,APR 6
The ‘world’s strongest water gun’ is back and wetter than ever,https://www.theverge.com/2023/4/5/23672037/syprathree-spyra-water-guns-powerful,MITCHELL CLARK,APR 6
Microsoft Edge launches Workspaces test that lets you share browser tabs,https://www.theverge.com/2023/4/5/23671661/microsoft-edge-workspaces-test-browser-tabs-share,EMMA ROTH,APR 6
Apple might be getting into VR at the worst possible time,https://www.theverge.com/2023/4/5/23671673/apple-vr-ar-mixed-reality-headset-worst-possible-time,JAY PETERS,APR 6
Operation Cookie Monster shuts off hacker marketplace selling millions of stolen accounts,https://www.theverge.com/2023/4/5/23671412/genesis-marketplace-two-factor-passwords-how-to,MITCHELL CLARK,APR 6
Kratos bears it all in God of War Ragnarök’s New Game Plus mode,https://www.theverge.com/2023/4/5/23671483/god-of-war-ragnarok-new-game-plus-playstation,ASH PARRISH,APR 6
Street Fighter is the latest game franchise to be turned into a new live-action movie,https://www.theverge.com/2023/4/5/23671549/street-fighter-live-action-movie-legendary-entertainment,JAY PETERS,APR 6
HBO Max’s Clone High teaser reminds us that everything that’s old is new again,https://www.theverge.com/2023/4/5/23671434/hbo-max-clone-high-revival-teaser-trailer,CHARLES PULLIAM-MOORE,APR 5
Diablo IV’s endgame looks expansive (and a bit confusing),https://www.theverge.com/2023/4/5/23671074/diablo-4-endgame-level-cap-nightmare-dungeons,ASH PARRISH,APR 5
Google is trying to make sure apps let you delete your account,https://www.theverge.com/2023/4/5/23670486/google-play-store-apps-account-data-deletion-requirement,MITCHELL CLARK,APR 5
The former chief of Google’s now-shuttered Stadia service reportedly left the company,https://www.theverge.com/2023/4/5/23671229/google-stadia-phil-harrison-left,JAY PETERS,APR 5
Here are the best AirPods deals you can get right now,https://www.theverge.com/21302051/best-apple-airpods-deals,SHEENA VASANI,APR 5
Jeep is doubling down on plug-in hybrids with the 2024 Wrangler 4xe,https://www.theverge.com/2023/4/5/23669768/jeep-wrangler-4xe-plug-in-hybrid-2024-photos-specs,ANDREW J. HAWKINS,APR 5
This electric snot sucker is my new favorite gadget,https://www.theverge.com/23670286/electric-baby-snot-sucker-nose-frida,ALLISON JOHNSON,APR 5
Resident Evil 4 remake updates its Spanish — but not everyone will see it,https://www.theverge.com/2023/4/5/23671089/resident-evil-4-remake-spanish-language-subtitles,DIEGO NICOLÁS ARGÜELLO,APR 5
"Substack is getting tweets — err, ‘Notes’",https://www.theverge.com/2023/4/5/23670452/substack-notes-tweets-posts-twitter,JAY PETERS,APR 5
Startup founder accused of tricking JPMorgan charged with $175 million fraud,https://www.theverge.com/2023/4/5/23671000/jpmorgan-frank-fraud-fintech-startup-ceo-javice-charged-student-financial-aid,EMMA ROTH,APR 5
Here are the best iPad deals right now,https://www.theverge.com/21280354/best-ipad-deals-apple,ANTONIO G. DI BENEDETTO,APR 5
Ram 1500 REV swings for the fences with an estimated 500 miles of range,https://www.theverge.com/2023/4/5/23668469/ram-1500-rev-truck-range-tow-photos-specs,ANDREW J. HAWKINS,APR 5
My beautiful life with too many remotes,https://www.theverge.com/23653632/remotes-buttons-touchscreen-interface-design,EVE PEYSER,APR 5
Lego’s X-Wing Starfighter gets a refresh in time for Star Wars Day,https://www.theverge.com/2023/4/5/23670068/lego-latest-x-wing-starfighter-star-wars-day-price,EMMA ROTH,APR 5
Vizio’s Atmos-ready M-Series 5.1.2 soundbar is on sale for $100 off,https://www.theverge.com/2023/4/5/23669551/vizio-soundbar-kindle-paperwhite-samsung-galaxy-watch-4-deal-sale,SHEENA VASANI,APR 5
I really missed Advance Wars,https://www.theverge.com/23670597/advance-wars-1-2-reboot-camp-nintendo-switch-preview,ANDREW WEBSTER,APR 5
Metaverse Fashion Week had big brands but few people,https://www.theverge.com/23668846/decentraland-metaverse-fashion-week-2023,JAY PETERS,APR 5
Could a new PlayStation handheld be built for Remote Play? I like the idea,https://www.theverge.com/2023/4/5/23670943/streaming-playstation-handheld-rumor-vita-remote-play,JON PORTER,APR 5
Microsoft is making it easier to block annoying autoplay videos in Edge,https://www.theverge.com/2023/4/5/23670931/microsoft-edge-block-autoplay-videos,TOM WARREN,APR 5
Kobo’s all-you-can-read subscription coming to the US could challenge Amazon,https://www.theverge.com/2023/4/5/23669736/kobo-plus-unlimited-ebook-audiobook-us-launch-kindle-unlimited,MITCHELL CLARK,APR 5
"Kobo launches the Kobo Elipsa 2E, a huge e-reader you can also write on",https://www.theverge.com/2023/4/5/23669572/kobo-elipsa-2e-e-reader-tablet-kindle-scribe-onyx-remarkable,SHEENA VASANI,APR 5
Spotify shows how the live audio boom has gone bust,https://www.theverge.com/2023/4/4/23670193/spotify-live-shut-down-obamas-audible-amazon-jay-shetty-iheart,ARIEL SHAPIRO,APR 5
Apple’s Weather app on iPhone was down this morning,https://www.theverge.com/2023/4/4/23669405/apple-weather-app-down-iphone-issues-problems,TOM WARREN,APR 5
More patches are rolling out for The Last Of Us’ infected PC port,https://www.theverge.com/2023/4/4/23670042/last-of-us-part-1-pc-port-hotfixes-nvidia-steam-deck,MITCHELL CLARK,APR 5
Asus announced its handheld gaming PC in the worst way possible,https://www.theverge.com/2023/4/4/23669875/asus-rog-ally-handheld-gaming-pc-announcement,JAY PETERS,APR 5
Here are the best Kindle deals right now,https://www.theverge.com/21539047/best-amazon-kindle-deals,BRANDON WIDDER AND CAMERON FAULKNER,APR 5
The Super Mario Bros. Movie is the new gold standard for video game films,https://www.theverge.com/23669598/super-mario-bros-movie-review,CHARLES PULLIAM-MOORE,APR 5
Call of Duty is the latest to detect and ban XIM cheaters,https://www.theverge.com/2023/4/4/23669939/call-of-duty-warzone-xim-ban-suspension-warning,TOM WARREN,APR 4
These alcohol counseling companies leaked patient data to advertisers for years,https://www.theverge.com/2023/4/4/23669704/alcohol-counseling-patient-data-leak-monument-tempest,EMMA ROTH,APR 4
Overwatch 2’s new hero Lifeweaver puts down roots in season 4,https://www.theverge.com/2023/4/4/23669682/overwatch-2-new-hero-lifeweaver,ASH PARRISH,APR 4
Bob Ross spoof Paint is an SNL sketch stretched out far too long,https://www.theverge.com/23669394/paint-review-bob-ross-owen-wilson,ANDREW WEBSTER,APR 4
The best deals on 4K TVs,https://www.theverge.com/22371561/best-4k-tv-deals-sale-lg-samsung-sony-tcl,ANTONIO G. DI BENEDETTO AND CAMERON FAULKNER,APR 4
The Apple Watch SE and Beats Fit Pro have dropped to their best prices to date,https://www.theverge.com/2023/4/4/23668345/apple-watch-se-amazon-echo-dot-fifth-gen-beats-fit-pro-earbuds-deal-sale,BRANDON WIDDER,APR 4
Say hi to Barbie in the new Barbie movie trailer,https://www.theverge.com/2023/4/4/23669743/barbie-movie-trailer-teaser-2,ANDREW WEBSTER,APR 4
Here are the best Kindle deals right now,https://www.theverge.com/21539047/best-amazon-kindle-deals,BRANDON WIDDER AND CAMERON FAULKNER,APR 5
The Super Mario Bros. Movie is the new gold standard for video game films,https://www.theverge.com/23669598/super-mario-bros-movie-review,CHARLES PULLIAM-MOORE,APR 5
Call of Duty is the latest to detect and ban XIM cheaters,https://www.theverge.com/2023/4/4/23669939/call-of-duty-warzone-xim-ban-suspension-warning,TOM WARREN,APR 4
These alcohol counseling companies leaked patient data to advertisers for years,https://www.theverge.com/2023/4/4/23669704/alcohol-counseling-patient-data-leak-monument-tempest,EMMA ROTH,APR 4
Overwatch 2’s new hero Lifeweaver puts down roots in season 4,https://www.theverge.com/2023/4/4/23669682/overwatch-2-new-hero-lifeweaver,ASH PARRISH,APR 4
Bob Ross spoof Paint is an SNL sketch stretched out far too long,https://www.theverge.com/23669394/paint-review-bob-ross-owen-wilson,ANDREW WEBSTER,APR 4
The best deals on 4K TVs,https://www.theverge.com/22371561/best-4k-tv-deals-sale-lg-samsung-sony-tcl,ANTONIO G. DI BENEDETTO AND CAMERON FAULKNER,APR 4
The Apple Watch SE and Beats Fit Pro have dropped to their best prices to date,https://www.theverge.com/2023/4/4/23668345/apple-watch-se-amazon-echo-dot-fifth-gen-beats-fit-pro-earbuds-deal-sale,BRANDON WIDDER,APR 4
Say hi to Barbie in the new Barbie movie trailer,https://www.theverge.com/2023/4/4/23669743/barbie-movie-trailer-teaser-2,ANDREW WEBSTER,APR 4
Pokémon Stadium is coming to Nintendo Switch Online next week — but with a catch,https://www.theverge.com/2023/4/4/23669641/pokemon-stadium-n64-nintendo-switch-online-release-date,JAY PETERS,APR 4
"GM-owned BrightDrop to add 4,000 electric vans to Ryder’s fleets",https://www.theverge.com/2023/4/4/23669542/gm-brightdrop-ryder-customer-electric-vans,EMMA ROTH,APR 4
Microsoft announces $299.99 Surface Thunderbolt 4 Dock that connects via USB-C,https://www.theverge.com/2023/4/4/23669668/microsoft-surface-thunderbolt-4-dock-specs-pricing-features,TOM WARREN,APR 4
The live-action Super Mario Bros. movie is even weirder than I remembered,https://www.theverge.com/23668181/super-mario-bros-movie-live-action-revisited,ANDREW WEBSTER,APR 4
Disney is in a land war with the state of Florida,https://www.theverge.com/2023/4/4/23669557/disney-florida-ron-desantis-investigation-campaign-election,MAKENA KELLY,APR 4
Everybody hates GM’s decision to kill Apple CarPlay and Android Auto for its EVs,https://www.theverge.com/2023/4/4/23669523/gm-apple-carplay-android-auto-ev-restrict-access,PATRICK GEORGE,APR 4
This AI clock uses ChatGPT to generate tiny poems that tell the time,https://www.theverge.com/23669343/ai-clock-chatgpt-poems-rhymes-diy-project,JAMES VINCENT,APR 4
"Peloton machines now work with Samsung’s Wear OS smartwatches, too",https://www.theverge.com/2023/4/4/23668616/peloton-samsung-galaxy-watch-5-wear-os-3,VICTORIA SONG,APR 4
Walmart’s redesigned website looks better than Amazon,https://www.theverge.com/2023/4/4/23669383/walmart-website-redesign-amazon,EMMA ROTH,APR 4
OnePlus’ new Nord includes a 108-megapixel camera and 67W fast charging,https://www.theverge.com/2023/4/4/23668332/oneplus-nord-ce-3-lite-fast-charging-camera-buds-2-price-date,JON PORTER,APR 4
The hellish design of the Crusader Kings video games,https://www.theverge.com/games/23653870/crusader-kings-3-design-ui,GITA JACKSON,APR 4
The revenge of the pop-up,https://www.theverge.com/tech/23653544/pop-up-website-ad-ui-design,S.E. SMITH,APR 4
Harry Potter could be rebooted for the small screen,https://www.theverge.com/2023/4/4/23669353/harry-potter-hbo-warner-bros-discovery-tv-show-reboot,JON PORTER,APR 4
Motorola is getting serious with the Edge 40 Pro,https://www.theverge.com/2023/4/4/23668770/motorola-edge-40-pro-specs-screen-battery-camera-price,ALLISON JOHNSON,APR 4
Google Flights’ price guarantee could pay you back if your tickets get cheaper,https://www.theverge.com/2023/4/3/23668308/google-flights-price-guarantee-ticket-price-change,MITCHELL CLARK,APR 4
Which devices work with Matter and what's coming soon,https://www.theverge.com/23568091/matter-compatible-devices-accessories-apple-amazon-google-samsung,JENNIFER PATTISON TUOHY,APR 4
Activision settles with Justice Department for limiting esports players’ salaries,https://www.theverge.com/2023/4/3/23668568/activision-blizzard-doj-antitrust-suit-overwatch-league,ASH PARRISH,APR 4
Spotify shuts down its Clubhouse competitor,https://www.theverge.com/2023/4/3/23668533/spotify-live-clubhouse-competitor-shutdown,EMMA ROTH,APR 4
Sony is adding more accessibility information to games on the PlayStation Store,https://www.theverge.com/2023/4/3/23668538/sony-playstation-store-accessibility-tags-ps5,JAY PETERS,APR 4
Disney is already remaking Moana as a live-action film,https://www.theverge.com/2023/4/3/23668430/disney-moana-live-action-remake-dwayne-johnson,JAY PETERS,APR 3
YouTube will live stream six Coachella feeds at once this year,https://www.theverge.com/2023/4/3/23668306/youtube-coachella-live-stream-six-feeds,JAY PETERS,APR 3
Netflix’s Kill Boksoon is a progressive but head-scratching thriller,https://www.theverge.com/23668060/kill-boksoon-review-netflix,SARA MERICAN,APR 3
The Steve Jobs Archive is releasing a free ebook,https://www.theverge.com/2023/4/3/23668140/steve-jobs-archive-make-something-wonderful-ebook-digital-book,JAY PETERS,APR 3
Microsoft Teams now has a green screen feature to make virtual backgrounds better,https://www.theverge.com/2023/4/3/23668236/microsoft-teams-green-screen-feature-virtual-backgrounds,TOM WARREN,APR 3
FIFA’s post-EA future starts with this AI-powered mobile game,https://www.theverge.com/2023/4/3/23667887/fifa-ai-league-mobile-game,ANDREW WEBSTER,APR 3
The Blue Beetle busts out a Buster Sword in first trailer,https://www.theverge.com/23668090/blue-beetle-trailer-dc-first-look,ASH PARRISH,APR 3
The latest iPad Air is once again $100 off — the best value among all iPads,https://www.theverge.com/2023/4/3/23667819/ipad-air-amazon-fire-stick-echo-show-10-call-of-duty-deal-sale,ANTONIO G. DI BENEDETTO,APR 3
Chemicals banned from air conditioners and refrigerators are making a comeback — and scientists don’t know why,https://www.theverge.com/2023/4/3/23665293/cfcs-air-conditioning-refrigerants-ozone-depleting-chemicals-surprise-comeback,JUSTINE CALMA,APR 3
AI is entering an era of corporate control,https://www.theverge.com/23667752/ai-progress-2023-report-stanford-corporate-control,JAMES VINCENT,APR 3
"Opulent, joyous, decadent: the Japanese decoden trend comes to America",https://www.theverge.com/creators/23650385/smartphone-case-iphone-decoden-custom,MIA SATO,APR 3
Apple’s Tim Cook says AR and VR are for ‘connection’ and ‘communication’,https://www.theverge.com/23667912/tim-cook-apple-ar-vr-interview-gq,DAVID PIERCE,APR 3
WWE and UFC are merging into a sports entertainment behemoth,https://www.theverge.com/2023/4/3/23667880/wwe-ufc-merger-endeavor-acquisition,CHRIS WELCH,APR 3
Nintendo will repair faulty Joy-Cons for free in more parts of Europe,https://www.theverge.com/2023/4/3/23667841/nintendo-switch-joy-con-repair-free-europe-stick-drift,EMMA ROTH,APR 3
Microsoft Flight Simulator tricked me into getting a pilot’s license,https://www.theverge.com/23653862/msfs-home-flight-simulator-pilot,DANIEL OBERHAUS,APR 3
The rest of the auto industry still loves CarPlay and Android Auto,https://www.theverge.com/2023/4/3/23667793/gm-carplay-android-auto-ford-volvo-honda-response,ANDREW J. HAWKINS,APR 3
Tesla announces record deliveries following price cuts,https://www.theverge.com/2023/4/3/23667783/tesla-q1-2023-vehicle-production-deliveries,JON PORTER,APR 3
Google’s Nearby Share arrives on Windows to let you transfer files between PC and Android,https://www.theverge.com/2023/4/3/23667778/google-nearby-share-windows-app-beta-android-feature,TOM WARREN,APR 3
The Tor Project’s new privacy-focused browser doesn’t use the Tor network,https://www.theverge.com/2023/4/3/23665477/mullvad-browser-tor-vpn-privacy-browser,MITCHELL CLARK,APR 3
Twitter had a very messy weekend,https://www.theverge.com/2023/4/3/23667751/twitter-legacy-blue-checkmark-wind-down-chaos,JON PORTER,APR 3
Secret Invasion’s latest trailer is a prelude to Marvel’s next big war,https://www.theverge.com/2023/4/2/23667453/secret-invasion-mcu-disney-plus-trailer-premiere-date,CHARLES PULLIAM-MOORE,APR 3
Huawei’s latest watch is a jab at the Apple Watch Ultra,https://www.theverge.com/2023/4/2/23664629/huawei-watch-ultimate-price-apple-ultra-smartwatches,VICTORIA SONG,APR 3
Why can’t more music apps be like Apple Music Classical?,https://www.theverge.com/2023/4/2/23659934/apple-music-classical-metadata-is-good,ALEX CRANZ,APR 2
The Home Assistant SkyConnect is a great excuse to demolish your smart home and start from scratch,https://www.theverge.com/23641940/home-assistant-skyconnect-thread-matter-zigbee-smart-home,CHRIS PERSON,APR 2
Cheaper Xbox expandable storage cards are on the way,https://www.theverge.com/2023/4/2/23666795/western-digital-xbox-storage-expansion-card,TOM WARREN,APR 2
"Framework’s computers aren’t perfect, but they are exciting",https://www.theverge.com/23664746/framework-laptop-excitement-vpr-matrix-history-nostalgia,DAN SEIFERT,APR 2
Super73 launches Adventure Series and first e-bike for danger babies,https://www.theverge.com/2023/4/2/23662863/super73-adventure-e-bikes-k1d-kids-price-specs,THOMAS RICKER,APR 2
The newest iPad Mini and Google’s Pixel 6A top our favorite deals of the week,https://www.theverge.com/good-deals/2023/4/1/23665082/google-pixel-6a-sony-wf-1000xm4-earbuds-amazon-echo-ipad-mini-deal-sale,BRANDON WIDDER AND ANTONIO G. DI BENEDETTO,APR 1
"When healthcare is decided by algorithms, who wins?",https://www.theverge.com/23664533/medicare-advantage-healthcare-algorithm,BARBARA KRASNOFF,APR 1
Riot made its esports arena transform for new Valorant league,https://www.theverge.com/2023/4/1/23662992/riot-games-arena-valorant-esports-league,ANDREW WEBSTER,APR 1
How to change the region on an HP OfficeJet printer in 57 easy steps (printer companies hate this!),https://www.theverge.com/23648726/hp-officejet-printer-region-how-to-change-why,NATHAN EDWARDS,APR 1
Amazon just opened up its Sidewalk network for anyone to build connected gadgets on,https://www.theverge.com/2023/3/28/23659191/amazon-sidewalk-network-coverage,JENNIFER PATTISON TUOHY,APR 1
Quick fixes: When Disney Plus is so dark you can barely see anything,https://www.theverge.com/2023/3/31/23522169/how-to-fix-disney-plus-brightness-dark-hdr-dolby-vision,SEAN HOLLISTER,APR 1
This hoverboard is being recalled after a fire that killed two children,https://www.theverge.com/2023/3/31/23665249/hoverboard-recall-jetson-rogue-cspc-recall-fire-risk,JAY PETERS,APR 1
Marvel’s Secret Invasion series actually sounds kind of fascinating,https://www.theverge.com/2023/3/31/23665128/marvel-secret-invasion-disney-plus-skrulls,CHARLES PULLIAM-MOORE,APR 1
"Twitter’s $1,000 checkmark will be free for the 10,000 most-followed companies",https://www.theverge.com/2023/3/31/23664923/twitter-verification-for-organizations-free-for-most-followed,MITCHELL CLARK,APR 1
"The Murder of Sonic the Hedgehog is a new, real, and free game you can play right now",https://www.theverge.com/2023/3/31/23665215/sonic-the-hedgehog-murder-mystery-game-free-steam,ANTONIO G. DI BENEDETTO,APR 1
This is what a plant sounds like when it’s stressed,https://www.theverge.com/2023/3/31/23664767/plant-sounds-stress-tomato-tobacco-research,JUSTINE CALMA,APR 1
The ‘Truckla’ DIY Tesla pickup truck is still trucking,https://www.theverge.com/2023/3/31/23664748/truckla-tesla-model-3-pickup-truck-update-simone-giertz-video,UMAR SHAKIR,APR 1
"Twitter takes its algorithm ‘open-source,’ as Elon Musk promised",https://www.theverge.com/2023/3/31/23664849/twitter-releases-algorithm-musk-open-source,MITCHELL CLARK,APR 1
GM is cutting off access to Apple CarPlay and Android Auto for its future EVs,https://www.theverge.com/2023/3/31/23664814/gm-ev-restrict-apple-carplay-android-auto-google,ANDREW J. HAWKINS,MAR 31
Google CEO Sundar Pichai promises Bard AI chatbot upgrades soon: ‘We clearly have more capable models’,https://www.theverge.com/2023/3/31/23664426/google-bard-ai-chatbot-upgrades-coming-soon-sundar-pichai,JAMES VINCENT,MAR 31
E3 isn’t coming back,https://www.theverge.com/2023/3/30/23664044/e3-cancelled-isnt-coming-back,JAY PETERS,MAR 31
"Block knows you have questions, and it doesn’t have good answers",https://www.theverge.com/2023/3/30/23663997/block-hindenburg-fraud-statement,ELIZABETH LOPATTO,MAR 31
"E3 might be gone, but this summer still has some big gaming events to watch",https://www.theverge.com/23663889/e3-summer-gaming-events-2023-game-fest-xbox-starfield-ubisoft,JAY PETERS,MAR 31
"I never went to E3, but I’ll miss it anyways",https://www.theverge.com/2023/3/30/23663862/e3-2023-cancelled-esa-reedpop,ASH PARRISH,MAR 31
The F-150 Lightning now starts at $20K more than when it was announced,https://www.theverge.com/2023/3/30/23663618/ford-f-150-lightning-price-hike-original-price,MITCHELL CLARK,MAR 31
Carbon capture will probably make electricity more expensive,https://www.theverge.com/2023/3/30/23663202/carbon-capture-electricity-gas-coal-power-plants-climate-change,JUSTINE CALMA,MAR 31
E3 2023 has been canceled,https://www.theverge.com/2023/3/30/23660456/e3-2023-canceled,JAY PETERS AND ASH PARRISH,MAR 31
"Google announces AI features in Gmail, Docs, and more to rival Microsoft",https://www.theverge.com/2023/3/14/23639273/google-ai-features-docs-gmail-slides-sheets-workspace,JAMES VINCENT,MAR 31
You can now use Netflix’s cheaper ads plan on your Apple TV,https://www.theverge.com/2023/3/30/23663693/netflix-basic-with-ads-supported-apple-tv,JAY PETERS,MAR 31
Amazon sues sellers for issuing bogus takedown requests on competitors,https://www.theverge.com/2023/3/30/23663339/amazon-sues-sellers-copyright-takedown-competitors,MITCHELL CLARK,MAR 31
Star Trek: Starfleet Academy will follow the most ambitious students in the galaxy,https://www.theverge.com/2023/3/30/23663457/star-trek-starfleet-academy-paramount-plus-streaming-tv-2024,CALLIE WRIGHT,MAR 31
The Framework Laptop 16 is trying to bring back snap-on removable batteries,https://www.theverge.com/2023/3/30/23612467/framework-laptop-16-battery-parts-games,SEAN HOLLISTER,MAR 30
The Last of Us on PC gets patches to fix some performance issues,https://www.theverge.com/2023/3/30/23662961/the-last-of-us-pc-patch-performance-fixes,TOM WARREN,MAR 30
BuzzFeed is using AI to write SEO-bait travel guides,https://www.theverge.com/2023/3/30/23663206/buzzfeed-ai-travel-guides-buzzy,JAY PETERS,MAR 30
The OverDrive library ebook app is shutting down on May 1st,https://www.theverge.com/2023/3/30/23662976/overdrive-libby-ebook-lending-library-apps-transition,UMAR SHAKIR,MAR 30
Where to preorder Samsung’s Galaxy A54 phone,https://www.theverge.com/23659022/samsung-galaxy-a54-phone-preorder-deal-sale,SHEENA VASANI,MAR 30
Ring’s best video doorbell is 30 percent off today for Verge readers,https://www.theverge.com/good-deals/2023/3/30/23662167/ring-video-doorbell-pro-2-ps5-bundle-amazon-kindle-paperwhite-deal-sale,BRANDON WIDDER,MAR 30
The English dub trailer for Makoto Shinkai’s Suzume is for closers,https://www.theverge.com/2023/3/30/23662996/suzume-english-dub-trailer-makoto-shinkai,CHARLES PULLIAM-MOORE,MAR 30
Music producers revolted against an app’s subscription scheme — and won,https://www.theverge.com/2023/3/30/23662000/waves-audio-engineering-plugins-subscription-creative-access-perpetual-license,ANDREW MARINO,MAR 30
Waymo retires its Chrysler Pacifica minivans as it switches to an all-electric robotaxi fleet,https://www.theverge.com/2023/3/30/23663087/waymo-retire-chrysler-pacifica-minivan-ev-robotaxi,ANDREW J. HAWKINS,MAR 30
Netflix is bringing back the cast of Scott Pilgrim vs. The World for its anime series,https://www.theverge.com/2023/3/30/23663056/netflix-scott-pilgrim-anime-cast,ANDREW WEBSTER,MAR 30
Google’s ADT partnership finally has a new home security product to show for it,https://www.theverge.com/2023/3/28/23660538/google-partnership-adt-self-setup-diy-home-security,JENNIFER PATTISON TUOHY,MAR 30
